Synthetic_ID,Department,Years_of_Experience,Overtime_Hours,Absenteeism_Days,Patient_Load,Workdays_per_Month,Previous_Satisfaction_Rating,Overtime_Ratio,Workload_Intensity,Shift_Duration_Hours,Primary_Shift_Type,Scheduling_Assignments,Weekend_Work_Frequency,Consecutive_Assignments,Consecutive_Work_Days,Consecutive_Days_Off,Skill_Diversity,Contract_Flexibility,INRC_Shift_Pattern,INRC_Expected_Hours,Satisfaction_Score,Workload_Complexity,Scheduling_Stress_Index,Work_Life_Balance_Score,Skill_Utilization,Shift_Pattern_Consistency,Duration_Alignment,Scheduling_Harmony_Score
SYNTH_00121,ER,8,16,3,7,26,4.19,1.9999997500000315,0.8666666666666667,8,Early,0,0,0,0,6,1.0,20Percent,Day,8,4.92,0.0,0.7999999000000126,6.0,100.0,0,1,1.8000000249999968
SYNTH_00122,ICU,15,0,4,21,26,4.46,0.0,0.8666666666666667,12,Late,0,0,2,2,0,2.0,PartTime,Day,8,3.41,0.0,0.0857142857142857,0.0,200.0,0,0,0.22857142857142856
SYNTH_00123,Pediatrics,4,9,1,16,23,2.83,0.8999999100000091,0.7666666666666667,10,Day,0,0,0,0,5,0.0,0,Day,8,2.43,0.0,0.35999996400000367,5.0,0.0,1,0,1.660000008999999
SYNTH_00124,ER,19,9,3,22,29,2.9,0.7499999375000053,0.9666666666666668,12,Late,0,0,0,0,2,1.0,PartTime,Day,8,3.59,0.0,0.29999997500000214,2.0,100.0,0,0,0.6750000062499995
SYNTH_00125,General Medicine,3,1,1,19,18,2.54,0.099999990000001,0.6,10,Day,0,0,1,3,0,0.0,0,Early,8,1.49,0.0,0.16857142457142896,0.0,0.0,0,0,0.20785714385714277
SYNTH_00126,ICU,13,8,1,16,22,4.87,0.6666666111111158,0.7333333333333333,12,Late,0,0,3,3,0,1.0,PartTime,Day,8,4.55,0.0,0.3952380730158749,0.0,100.0,0,0,0.15119048174603128
SYNTH_00127,ER,8,12,3,20,23,3.79,1.4999998125000236,0.7666666666666667,8,Early,0,0,2,5,0,1.0,FullTime,Day,8,3.01,0.0,0.8142856392857237,0.0,100.0,0,1,0.29642859017856904
SYNTH_00128,General Medicine,16,15,0,12,18,1.33,1.8749997656250292,0.6,8,Early,0,0,0,0,3,2.0,HalfTime,Day,8,2.8,0.0,0.7499999062500118,3.0,200.0,0,1,1.062500023437497
SYNTH_00129,General Medicine,13,17,3,18,19,4.45,2.124999734375033,0.6333333333333333,8,Early,0,0,3,3,0,1.0,HalfTime,Early,8,3.34,0.0,0.9785713223214418,0.0,100.0,1,1,0.5053571694196395
SYNTH_00130,General Medicine,3,18,4,21,28,2.92,1.7999998200000182,0.9333333333333332,10,Day,0,0,0,0,2,1.0,FullTime,Day,8,3.5,0.0,0.7199999280000073,2.0,100.0,1,0,0.8200000179999982
SYNTH_00131,ER,16,11,2,12,22,1.28,1.3749998281250215,0.7333333333333333,8,Early,0,0,0,0,3,1.0,PartTime,Day,8,1.29,0.0,0.5499999312500087,3.0,100.0,0,1,1.112500017187498
SYNTH_00132,ER,9,7,3,19,26,3.2,0.699999930000007,0.8666666666666667,10,Day,0,0,0,0,2,1.0,PartTime,Day,8,3.73,0.0,0.2799999720000028,2.0,100.0,1,0,0.9300000069999993
SYNTH_00133,ER,14,16,1,18,24,2.67,1.9999997500000315,0.8,8,Early,0,0,3,3,0,0.0,0,Night,12,1.97,0.0,0.9285713285714412,0.0,0.0,0,0,0.0178571678571397
SYNTH_00134,Pediatrics,13,14,1,22,28,4.51,1.7499997812500274,0.9333333333333332,8,Early,0,0,1,5,0,1.0,PartTime,Night,12,3.86,0.0,0.9142856267857253,0.0,100.0,0,0,0.021428593303568666
SYNTH_00135,ER,7,9,3,24,20,1.82,0.8999999100000091,0.6666666666666666,10,Day,0,0,0,0,4,1.0,HalfTime,Day,8,4.29,0.0,0.35999996400000367,4.0,100.0,1,0,1.410000008999999
SYNTH_00136,ER,15,14,2,11,26,4.31,1.399999860000014,0.8666666666666667,10,Day,0,0,0,0,2,1.0,FullTime,Day,8,4.22,0.0,0.5599999440000056,2.0,100.0,1,0,0.8600000139999986
SYNTH_00137,ER,7,14,3,7,21,3.23,1.7499997812500274,0.7,8,Early,0,0,2,2,0,2.0,FullTime,Early,8,3.21,0.0,0.7857141982142968,0.0,200.0,1,1,0.5535714504464258
SYNTH_00138,Pediatrics,6,6,2,16,17,1.22,0.599999940000006,0.5666666666666667,10,Day,0,0,0,0,2,1.0,PartTime,Day,8,3.08,0.0,0.23999997600000242,2.0,100.0,1,0,0.9400000059999993
SYNTH_00139,ER,2,12,2,7,21,4.89,1.4999998125000236,0.7,8,Early,0,0,2,2,0,1.0,HalfTime,Night,12,1.57,0.0,0.6857142107142952,0.0,100.0,0,0,0.07857144732142621
SYNTH_00140,General Medicine,9,16,4,24,26,3.05,1.5999998400000162,0.8666666666666667,10,Day,0,0,0,0,4,1.0,PartTime,Day,8,4.1,0.0,0.6399999360000065,4.0,100.0,1,0,1.3400000159999983
SYNTH_00141,ER,17,8,1,18,28,2.16,0.6666666111111158,0.9333333333333332,12,Late,0,0,0,0,4,1.0,HalfTime,Day,8,2.09,0.0,0.2666666444444463,4.0,100.0,0,0,1.1833333388888885
SYNTH_00142,General Medicine,5,7,1,19,22,2.88,0.5833332847222263,0.7333333333333333,12,Late,0,0,0,0,2,2.0,PartTime,Day,8,2.99,0.0,0.23333331388889056,2.0,200.0,0,0,0.6916666715277774
SYNTH_00143,General Medicine,12,19,2,18,24,4.43,1.5833332013889,0.8,12,Late,0,0,3,3,0,1.0,20Percent,Night,12,2.14,0.0,0.7619047091269886,0.0,100.0,0,1,0.30952382271825285
SYNTH_00144,General Medicine,1,17,1,11,20,2.22,1.416666548611121,0.6666666666666666,12,Late,0,0,0,0,2,2.0,HalfTime,Day,8,1.54,0.0,0.5666666194444484,2.0,200.0,0,0,0.6083333451388879
SYNTH_00145,Pediatrics,10,12,0,21,29,1.77,0.9999999166666736,0.9666666666666668,12,Late,0,0,3,3,0,2.0,FullTime,Night,12,3.52,0.0,0.528571395238098,0.0,200.0,0,1,0.36785715119047546
SYNTH_00146,Pediatrics,11,15,2,16,24,1.52,1.8749997656250292,0.8,8,Early,0,0,2,2,0,2.0,HalfTime,Night,12,1.22,0.0,0.8357141919642975,0.0,200.0,0,0,0.04107145200892562
SYNTH_00147,Pediatrics,16,8,1,24,23,2.19,0.6666666111111158,0.7666666666666667,12,Late,0,0,0,0,4,1.0,PartTime,Day,8,3.99,0.0,0.2666666444444463,4.0,100.0,0,0,1.1833333388888885
SYNTH_00148,ER,14,11,0,8,27,4.12,0.9166665902777842,0.9,12,Late,0,0,3,6,0,2.0,PartTime,Night,12,2.27,0.0,0.6238094932539708,0.0,200.0,0,1,0.3440476266865073
SYNTH_00149,General Medicine,8,11,4,13,20,2.89,0.9166665902777842,0.6666666666666666,12,Late,0,0,2,2,0,0.0,0,Late,8,1.0,0.0,0.4523809218253994,0.0,0.0,1,0,0.38690476954365016
SYNTH_00150,Pediatrics,17,5,1,10,26,1.91,0.4166666319444473,0.8666666666666667,12,Late,0,0,3,3,0,2.0,20Percent,Early,8,3.04,0.0,0.2952380813492075,0.0,200.0,0,0,0.17619047966269813
SYNTH_00151,Pediatrics,18,18,0,20,23,1.66,1.7999998200000182,0.7666666666666667,10,Day,0,0,2,2,0,0.0,0,Early,8,1.19,0.0,0.8057142137142931,0.0,0.0,0,0,0.04857144657142673
SYNTH_00152,ER,12,6,3,6,27,2.33,0.7499999062500118,0.9,8,Early,0,0,0,0,2,1.0,20Percent,Day,8,2.1,0.0,0.2999999625000047,2.0,100.0,0,1,0.9250000093749988
SYNTH_00153,Pediatrics,17,2,3,12,18,4.76,0.1666666527777789,0.6,12,Late,0,0,2,2,0,1.0,HalfTime,Day,8,3.83,0.0,0.15238094682539727,0.0,100.0,0,0,0.21190476329365068
SYNTH_00154,ER,14,15,0,15,22,2.37,1.249999895833342,0.7333333333333333,12,Late,0,0,1,3,0,0.0,0,Day,8,1.25,0.0,0.6285713869047653,0.0,0.0,0,0,0.09285715327380867
SYNTH_00155,ICU,16,17,2,17,25,4.95,1.416666548611121,0.8333333333333334,12,Late,0,0,0,0,2,2.0,PartTime,Day,8,4.36,0.0,0.5666666194444484,2.0,200.0,0,0,0.6083333451388879
SYNTH_00156,Pediatrics,14,15,2,21,18,2.94,1.8749997656250292,0.6,8,Early,0,0,0,0,4,2.0,PartTime,Day,8,1.02,0.0,0.7499999062500118,4.0,200.0,0,1,1.312500023437497
SYNTH_00157,ICU,9,6,1,12,16,1.72,0.599999940000006,0.5333333333333333,10,Day,0,0,0,0,3,0.0,0,Day,8,1.99,0.0,0.23999997600000242,3.0,0.0,1,0,1.1900000059999993
SYNTH_00158,ER,4,3,3,22,24,4.56,0.3749999531250059,0.8,8,Early,0,0,2,2,0,1.0,PartTime,Day,8,3.96,0.0,0.23571426696428804,0.0,100.0,0,1,0.441071433258928
SYNTH_00159,General Medicine,11,7,2,22,25,2.84,0.699999930000007,0.8333333333333334,10,Day,0,0,0,0,1,0.0,0,Day,8,2.27,0.0,0.2799999720000028,1.0,0.0,1,0,0.6800000069999993
SYNTH_00160,Pediatrics,6,12,2,18,23,3.84,0.9999999166666736,0.7666666666666667,12,Late,0,0,0,0,3,0.0,0,Day,8,1.41,0.0,0.3999999666666695,3.0,0.0,0,0,0.9000000083333326
SYNTH_00161,ER,15,12,3,19,19,4.93,0.9999999166666736,0.6333333333333333,12,Late,0,0,0,0,2,1.0,HalfTime,Day,8,2.44,0.0,0.3999999666666695,2.0,100.0,0,0,0.6500000083333326
SYNTH_00162,General Medicine,5,16,4,10,18,1.2,1.9999997500000315,0.6,8,Early,0,0,0,0,4,1.0,PartTime,Day,8,2.08,0.0,0.7999999000000126,4.0,100.0,0,1,1.3000000249999968
SYNTH_00163,General Medicine,11,16,2,15,16,1.39,1.9999997500000315,0.5333333333333333,8,Early,0,0,0,0,2,1.0,HalfTime,Day,8,4.37,0.0,0.7999999000000126,2.0,100.0,0,1,0.8000000249999968
SYNTH_00164,ICU,18,4,0,17,15,3.88,0.399999960000004,0.5,10,Day,0,0,1,3,0,1.0,20Percent,Late,8,2.25,0.0,0.28857141257143015,0.0,100.0,0,0,0.17785714685714246
SYNTH_00165,ER,13,5,1,5,25,2.13,0.499999950000005,0.8333333333333334,10,Day,0,0,3,3,0,2.0,FullTime,Day,8,4.16,0.0,0.3285714085714306,0.0,200.0,1,0,0.41785714785714234
SYNTH_00166,General Medicine,11,18,2,10,21,1.74,2.249999718750036,0.7,8,Early,0,0,0,0,5,1.0,HalfTime,Day,8,4.57,0.0,0.8999998875000144,5.0,100.0,0,1,1.5250000281249965
SYNTH_00167,Pediatrics,14,12,2,13,20,1.16,1.199999880000012,0.6666666666666666,10,Day,0,0,1,3,0,1.0,20Percent,Late,8,2.74,0.0,0.6085713805714335,0.0,100.0,0,0,0.09785715485714164
SYNTH_00168,Pediatrics,18,13,4,12,29,1.09,1.6249997968750256,0.9666666666666668,8,Early,0,0,2,2,0,1.0,20Percent,Night,12,4.64,0.0,0.735714204464296,0.0,100.0,0,0,0.06607144888392599
SYNTH_00169,ICU,19,3,0,15,29,4.1,0.299999970000003,0.9666666666666668,10,Day,0,0,0,0,2,0.0,0,Day,8,2.51,0.0,0.11999998800000121,2.0,0.0,1,0,0.9700000029999997
SYNTH_00170,General Medicine,15,6,1,23,16,1.54,0.7499999062500118,0.5333333333333333,8,Early,0,0,0,0,4,2.0,HalfTime,Day,8,4.86,0.0,0.2999999625000047,4.0,200.0,0,1,1.4250000093749988
SYNTH_00171,ER,9,7,2,13,22,2.87,0.8749998906250137,0.7333333333333333,8,Early,0,0,0,0,2,2.0,FullTime,Day,8,1.36,0.0,0.3499999562500055,2.0,200.0,0,1,0.9125000109374986
SYNTH_00172,Pediatrics,8,12,1,21,25,3.42,1.4999998125000236,0.8333333333333334,8,Early,0,0,2,2,0,1.0,FullTime,Early,8,3.75,0.0,0.6857142107142952,0.0,100.0,1,1,0.5785714473214262
SYNTH_00173,General Medicine,1,5,3,16,18,2.71,0.499999950000005,0.6,10,Day,0,0,0,0,2,2.0,HalfTime,Day,8,2.98,0.0,0.19999998000000202,2.0,200.0,1,0,0.9500000049999995
SYNTH_00174,General Medicine,4,5,2,18,22,1.11,0.499999950000005,0.7333333333333333,10,Day,0,0,2,2,0,1.0,PartTime,Day,8,2.55,0.0,0.2857142657142877,0.0,100.0,1,0,0.4285714335714281
SYNTH_00175,ICU,14,2,2,19,29,4.13,0.199999980000002,0.9666666666666668,10,Day,0,0,1,3,0,1.0,HalfTime,Night,12,3.53,0.0,0.20857142057142936,0.0,100.0,0,0,0.19785714485714267
SYNTH_00176,Pediatrics,2,2,3,20,21,1.04,0.2499999687500039,0.7,8,Early,0,0,3,3,0,0.0,0,Night,12,3.82,0.0,0.2285714160714301,0.0,0.0,0,0,0.19285714598214249
SYNTH_00177,Pediatrics,16,12,4,24,19,4.05,1.199999880000012,0.6333333333333333,10,Day,0,0,2,2,0,1.0,PartTime,Early,8,1.02,0.0,0.5657142377142905,0.0,100.0,0,0,0.10857144057142737
SYNTH_00178,ER,3,1,2,5,24,4.57,0.099999990000001,0.8,10,Day,0,0,0,0,3,2.0,PartTime,Day,8,1.67,0.0,0.0399999960000004,3.0,200.0,1,0,1.2400000009999999
SYNTH_00179,Pediatrics,8,15,1,14,24,2.73,1.8749997656250292,0.8,8,Early,0,0,0,0,4,0.0,0,Day,8,3.85,0.0,0.7499999062500118,4.0,0.0,0,1,1.312500023437497
SYNTH_00180,ER,6,5,0,12,26,3.14,0.4166666319444473,0.8666666666666667,12,Late,0,0,0,0,5,1.0,HalfTime,Day,8,3.67,0.0,0.16666665277777892,5.0,100.0,0,0,1.4583333368055553
SYNTH_00181,Pediatrics,16,7,1,22,22,2.91,0.8749998906250137,0.7333333333333333,8,Early,0,0,0,0,2,0.0,0,Day,8,4.86,0.0,0.3499999562500055,2.0,0.0,0,1,0.9125000109374986
SYNTH_00182,ICU,16,7,4,5,28,2.56,0.699999930000007,0.9333333333333332,10,Day,0,0,2,5,0,0.0,0,Night,12,4.04,0.0,0.4942856862857171,0.0,0.0,0,0,0.12642857842857072
SYNTH_00183,Pediatrics,7,5,0,6,23,4.55,0.6249999218750099,0.7666666666666667,8,Early,0,0,3,3,0,1.0,FullTime,Late,8,4.8,0.0,0.3785713973214325,0.0,100.0,0,1,0.40535715066964184
SYNTH_00184,ER,13,13,1,5,19,4.58,1.083333243055563,0.6333333333333333,12,Late,0,0,0,0,2,0.0,0,Day,8,3.81,0.0,0.43333329722222524,2.0,0.0,0,0,0.6416666756944437
SYNTH_00185,ER,13,2,1,5,24,2.34,0.2499999687500039,0.8,8,Early,0,0,3,3,0,2.0,FullTime,Night,12,2.19,0.0,0.2285714160714301,0.0,200.0,0,0,0.19285714598214249
SYNTH_00186,ICU,5,9,3,13,19,3.46,0.8999999100000091,0.6333333333333333,10,Day,0,0,0,0,3,1.0,20Percent,Day,8,1.42,0.0,0.35999996400000367,3.0,100.0,1,0,1.160000008999999
SYNTH_00187,Pediatrics,18,2,4,17,16,4.71,0.1666666527777789,0.5333333333333333,12,Late,0,0,0,0,7,1.0,HalfTime,Day,8,4.13,0.0,0.06666666111111157,7.0,100.0,0,0,1.9833333347222222
SYNTH_00188,Pediatrics,15,11,3,5,19,4.85,1.099999890000011,0.6333333333333333,10,Day,0,0,3,5,0,1.0,PartTime,Day,8,3.58,0.0,0.6542856702857187,0.0,100.0,1,0,0.3364285824285703
SYNTH_00189,ICU,18,16,0,17,17,3.04,1.3333332222222316,0.5666666666666667,12,Late,0,0,0,0,2,1.0,FullTime,Day,8,1.19,0.0,0.5333332888888926,2.0,100.0,0,0,0.6166666777777768
SYNTH_00190,Pediatrics,2,4,3,24,21,2.81,0.3333333055555579,0.7,12,Late,0,0,0,0,3,1.0,PartTime,Day,8,2.44,0.0,0.13333332222222316,3.0,100.0,0,0,0.9666666694444442
SYNTH_00191,Pediatrics,10,19,4,11,24,2.11,2.374999703125037,0.8,8,Early,0,0,0,0,2,2.0,HalfTime,Day,8,4.83,0.0,0.9499998812500149,2.0,200.0,0,1,0.7625000296874963
SYNTH_00192,ER,13,8,2,6,19,4.84,0.9999998750000156,0.6333333333333333,8,Early,0,0,0,0,3,1.0,20Percent,Day,8,3.0,0.0,0.39999995000000627,3.0,100.0,0,1,1.1500000124999985
SYNTH_00193,Pediatrics,18,19,2,10,22,1.57,1.899999810000019,0.7333333333333333,10,Day,0,0,1,5,0,1.0,FullTime,Late,8,2.73,0.0,0.974285638285722,0.0,100.0,0,0,0.006428590428569497
SYNTH_00194,Pediatrics,15,6,0,11,15,3.32,0.7499999062500118,0.5,8,Early,0,0,3,3,0,1.0,HalfTime,Day,8,2.83,0.0,0.42857139107143327,0.0,100.0,0,1,0.3928571522321417
SYNTH_00195,ICU,12,3,2,18,17,2.13,0.3749999531250059,0.5666666666666667,8,Early,0,0,1,3,0,1.0,PartTime,Early,8,1.84,0.0,0.2785714098214309,0.0,100.0,1,1,0.6803571475446423
SYNTH_00196,ICU,15,12,3,22,17,2.12,0.9999999166666736,0.5666666666666667,12,Late,0,0,3,3,0,0.0,0,Day,8,2.47,0.0,0.528571395238098,0.0,0.0,0,0,0.11785715119047549
SYNTH_00197,General Medicine,13,12,0,19,23,2.62,1.4999998125000236,0.7666666666666667,8,Early,0,0,0,0,4,1.0,PartTime,Day,8,2.48,0.0,0.5999999250000094,4.0,100.0,0,1,1.3500000187499976
SYNTH_00198,ER,18,9,4,6,19,5.0,0.7499999375000053,0.6333333333333333,12,Late,0,0,0,0,4,2.0,HalfTime,Day,8,1.21,0.0,0.29999997500000214,4.0,200.0,0,0,1.1750000062499995
SYNTH_00199,Pediatrics,15,17,0,14,26,1.22,1.416666548611121,0.8666666666666667,12,Late,0,0,0,0,3,0.0,0,Day,8,4.07,0.0,0.5666666194444484,3.0,0.0,0,0,0.8583333451388879
SYNTH_00200,Pediatrics,11,16,0,16,23,3.31,1.3333332222222316,0.7666666666666667,12,Late,0,0,3,3,0,1.0,PartTime,Late,8,2.67,0.0,0.6619047174603212,0.0,100.0,1,0,0.3345238206349197
SYNTH_00201,General Medicine,19,19,1,21,27,1.33,1.899999810000019,0.9,10,Day,0,0,0,0,3,1.0,HalfTime,Day,8,4.29,0.0,0.7599999240000077,3.0,100.0,1,0,1.060000018999998
SYNTH_00202,Pediatrics,3,19,1,12,23,1.62,1.899999810000019,0.7666666666666667,10,Day,0,0,2,2,0,2.0,FullTime,Late,8,4.4,0.0,0.8457142097142935,0.0,200.0,0,0,0.03857144757142664
SYNTH_00203,ER,7,12,0,15,15,2.76,1.199999880000012,0.5,10,Day,0,0,0,0,2,2.0,PartTime,Day,8,1.85,0.0,0.47999995200000484,2.0,200.0,1,0,0.8800000119999988
SYNTH_00204,General Medicine,14,16,2,7,16,3.04,1.3333332222222316,0.5333333333333333,12,Late,0,0,0,0,5,1.0,PartTime,Day,8,3.63,0.0,0.5333332888888926,5.0,100.0,0,0,1.366666677777777
SYNTH_00205,ER,14,3,1,10,19,2.04,0.299999970000003,0.6333333333333333,10,Day,0,0,3,3,0,1.0,FullTime,Late,8,2.89,0.0,0.24857141657142978,0.0,100.0,0,0,0.18785714585714255
SYNTH_00206,General Medicine,13,0,4,13,18,2.27,0.0,0.6,10,Day,0,0,3,3,0,2.0,HalfTime,Late,8,4.52,0.0,0.12857142857142856,0.0,200.0,0,0,0.21785714285714286
SYNTH_00207,General Medicine,12,0,3,10,29,1.35,0.0,0.9666666666666668,8,Early,0,0,4,4,0,1.0,PartTime,Late,8,1.86,0.0,0.1714285714285714,0.0,100.0,0,1,0.4571428571428572
SYNTH_00208,ICU,9,14,1,13,24,2.21,1.399999860000014,0.8,10,Day,0,0,0,0,2,2.0,FullTime,Day,8,3.71,0.0,0.5599999440000056,2.0,200.0,1,0,0.8600000139999986
SYNTH_00209,ER,1,12,0,11,23,4.87,1.199999880000012,0.7666666666666667,10,Day,0,0,0,0,3,1.0,HalfTime,Day,8,3.43,0.0,0.47999995200000484,3.0,100.0,1,0,1.1300000119999987
SYNTH_00210,Pediatrics,19,16,2,13,21,4.78,1.3333332222222316,0.7,12,Late,0,0,0,0,3,2.0,PartTime,Day,8,2.18,0.0,0.5333332888888926,3.0,200.0,0,0,0.8666666777777768
SYNTH_00211,Pediatrics,11,7,3,22,20,2.34,0.5833332847222263,0.6666666666666666,12,Late,0,0,0,0,2,0.0,0,Day,8,1.55,0.0,0.23333331388889056,2.0,0.0,0,0,0.6916666715277774
SYNTH_00212,ER,19,17,1,16,21,3.28,1.416666548611121,0.7,12,Late,0,0,2,4,0,2.0,FullTime,Day,8,3.61,0.0,0.7380951908730198,0.0,200.0,0,0,0.06547620228174506
SYNTH_00213,Pediatrics,18,12,2,12,15,4.64,0.9999999166666736,0.5,12,Late,0,0,0,0,3,2.0,PartTime,Day,8,3.95,0.0,0.3999999666666695,3.0,200.0,0,0,0.9000000083333326
SYNTH_00214,Pediatrics,12,13,2,12,15,1.02,1.083333243055563,0.5,12,Late,0,0,0,0,5,1.0,20Percent,Day,8,2.26,0.0,0.43333329722222524,5.0,100.0,0,0,1.3916666756944438
SYNTH_00215,ER,1,7,2,22,22,4.24,0.5833332847222263,0.7333333333333333,12,Late,0,0,1,3,0,1.0,FullTime,Day,8,3.58,0.0,0.3619047424603191,0.0,100.0,0,0,0.15952381438492022
SYNTH_00216,General Medicine,19,7,0,24,27,4.79,0.699999930000007,0.9,10,Day,0,0,3,3,0,1.0,PartTime,Late,8,2.58,0.0,0.4085714005714314,0.0,100.0,0,0,0.14785714985714216
SYNTH_00217,ER,17,14,4,19,27,1.37,1.166666569444453,0.9,12,Late,0,0,0,0,4,2.0,HalfTime,Day,8,3.85,0.0,0.4666666277777812,4.0,200.0,0,0,1.1333333430555548
SYNTH_00218,General Medicine,5,12,2,11,16,1.65,0.9999999166666736,0.5333333333333333,12,Late,0,0,0,0,2,2.0,FullTime,Day,8,1.8,0.0,0.3999999666666695,2.0,200.0,0,0,0.6500000083333326
SYNTH_00219,Pediatrics,3,6,3,15,26,4.84,0.7499999062500118,0.8666666666666667,8,Early,0,0,0,0,2,1.0,FullTime,Day,8,4.56,0.0,0.2999999625000047,2.0,100.0,0,1,0.9250000093749988
SYNTH_00220,Pediatrics,2,4,1,24,24,3.15,0.399999960000004,0.8,10,Day,0,0,4,4,0,1.0,HalfTime,Late,8,2.15,0.0,0.33142855542857297,0.0,100.0,0,0,0.16714286114285676
SYNTH_00221,Pediatrics,3,16,3,20,25,1.06,1.5999998400000162,0.8333333333333334,10,Day,0,0,0,0,2,2.0,HalfTime,Day,8,2.47,0.0,0.6399999360000065,2.0,200.0,1,0,0.8400000159999984
SYNTH_00222,ICU,8,15,0,8,23,2.03,1.4999998500000151,0.7666666666666667,10,Day,0,0,0,0,5,2.0,HalfTime,Day,8,1.23,0.0,0.5999999400000061,5.0,200.0,1,0,1.6000000149999984
SYNTH_00223,General Medicine,16,1,0,10,21,2.8,0.0833333263888894,0.7,12,Late,0,0,2,2,0,0.0,0,Late,8,1.45,0.0,0.11904761626984146,0.0,0.0,1,0,0.4702380959325396
SYNTH_00224,ICU,6,17,3,7,20,3.77,1.416666548611121,0.6666666666666666,12,Late,0,0,0,0,2,0.0,0,Day,8,3.06,0.0,0.5666666194444484,2.0,0.0,0,0,0.6083333451388879
SYNTH_00225,ICU,13,16,4,13,15,3.93,1.3333332222222316,0.5,12,Late,0,0,2,2,0,1.0,FullTime,Day,8,2.07,0.0,0.6190475746031784,0.0,100.0,0,0,0.0952381063492054
SYNTH_00226,ER,16,6,0,14,15,4.98,0.7499999062500118,0.5,8,Early,0,0,0,0,5,0.0,0,Day,8,4.34,0.0,0.2999999625000047,5.0,0.0,0,1,1.6750000093749988
SYNTH_00227,ICU,16,12,0,18,16,2.15,0.9999999166666736,0.5333333333333333,12,Late,0,0,0,0,2,1.0,PartTime,Day,8,1.06,0.0,0.3999999666666695,2.0,100.0,0,0,0.6500000083333326
SYNTH_00228,ER,3,17,3,15,20,3.15,2.124999734375033,0.6666666666666666,8,Early,0,0,0,0,2,2.0,HalfTime,Day,8,2.52,0.0,0.8499998937500133,2.0,200.0,0,1,0.7875000265624967
SYNTH_00229,ER,13,13,0,22,28,3.13,1.299999870000013,0.9333333333333332,10,Day,0,0,0,0,2,2.0,FullTime,Day,8,2.35,0.0,0.5199999480000053,2.0,200.0,1,0,0.8700000129999987
SYNTH_00230,ICU,14,17,4,16,20,2.62,1.416666548611121,0.6666666666666666,12,Late,0,0,4,4,0,2.0,HalfTime,Late,8,1.08,0.0,0.7380951908730198,0.0,200.0,1,0,0.31547620228174506
SYNTH_00231,General Medicine,8,12,4,16,16,1.68,1.4999998125000236,0.5333333333333333,8,Early,0,0,0,0,6,0.0,0,Day,8,1.5,0.0,0.5999999250000094,6.0,0.0,0,1,1.8500000187499976
SYNTH_00232,General Medicine,12,10,4,17,15,4.91,1.2499998437500195,0.5,8,Early,0,0,4,4,0,2.0,FullTime,Early,8,2.65,0.0,0.6714285089285792,0.0,200.0,1,1,0.5821428727678553
SYNTH_00233,General Medicine,8,15,1,17,24,4.41,1.249999895833342,0.8,12,Late,0,0,0,0,2,0.0,0,Day,8,2.97,0.0,0.4999999583333368,2.0,0.0,0,0,0.6250000104166658
SYNTH_00234,General Medicine,9,16,4,23,19,2.99,1.5999998400000162,0.6333333333333333,10,Day,0,0,0,0,4,1.0,PartTime,Day,8,2.62,0.0,0.6399999360000065,4.0,100.0,1,0,1.3400000159999983
SYNTH_00235,General Medicine,1,7,4,23,19,3.41,0.699999930000007,0.6333333333333333,10,Day,0,0,3,5,0,1.0,PartTime,Early,8,3.12,0.0,0.4942856862857171,0.0,100.0,0,0,0.12642857842857072
SYNTH_00236,ICU,6,18,1,18,16,1.91,1.7999998200000182,0.5333333333333333,10,Day,0,0,0,0,2,1.0,FullTime,Day,8,3.38,0.0,0.7199999280000073,2.0,100.0,1,0,0.8200000179999982
SYNTH_00237,ICU,19,19,2,8,20,3.18,2.374999703125037,0.6666666666666666,8,Early,0,0,3,3,0,2.0,FullTime,Early,8,1.04,0.0,1.0785713098214433,0.0,200.0,1,1,0.5
SYNTH_00238,Pediatrics,11,14,0,17,23,3.78,1.7499997812500274,0.7666666666666667,8,Early,0,0,0,0,2,1.0,FullTime,Day,8,2.86,0.0,0.699999912500011,2.0,100.0,0,1,0.8250000218749972
SYNTH_00239,General Medicine,11,8,4,12,16,3.06,0.9999998750000156,0.5333333333333333,8,Early,0,0,0,0,4,1.0,PartTime,Day,8,4.85,0.0,0.39999995000000627,4.0,100.0,0,1,1.4000000124999985
SYNTH_00240,ICU,13,19,0,23,24,4.96,2.374999703125037,0.8,8,Early,0,0,0,0,4,1.0,PartTime,Day,8,3.08,0.0,0.9499998812500149,4.0,100.0,0,1,1.2625000296874962
SYNTH_00241,Pediatrics,11,9,3,16,16,3.45,0.8999999100000091,0.5333333333333333,10,Day,0,0,4,4,0,1.0,PartTime,Night,12,3.71,0.0,0.531428535428575,0.0,100.0,0,0,0.11714286614285624
SYNTH_00242,General Medicine,18,11,0,22,17,2.48,0.9166665902777842,0.5666666666666667,12,Late,0,0,0,0,6,2.0,HalfTime,Day,8,2.25,0.0,0.3666666361111137,6.0,200.0,0,0,1.6583333409722216
SYNTH_00243,ER,15,19,1,10,27,4.09,2.374999703125037,0.9,8,Early,0,0,4,4,0,1.0,PartTime,Early,8,4.1,0.0,1.1214284526785863,0.0,100.0,1,1,0.5
SYNTH_00244,Pediatrics,1,0,0,22,21,1.68,0.0,0.7,8,Early,0,0,0,0,2,1.0,PartTime,Day,8,4.09,0.0,0.0,2.0,100.0,0,1,1.0
